,Title,Type,Release Year,Rating,Seasons,Genres,Vote Average
1535,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1536,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1537,Menudo: Forever Young,SHOW,2022,TV-MA,1.0,"['documentation', 'music']",4.7
1538,Menudo: Forever Young,SHOW,2022,TV-MA,1.0,"['documentation', 'music']",4.7
1539,Head Over Heels,SHOW,2014,Unknown,2.0,"['comedy', 'romance', 'european']",4.5
1540,Head Over Heels,SHOW,2014,Unknown,2.0,"['comedy', 'romance', 'european']",4.5
1541,Head Over Heels,SHOW,2014,Unknown,2.0,"['comedy', 'romance', 'european']",4.5
1542,Not So Pretty,SHOW,2022,TV-14,1.0,['documentation'],4.5
1543,The Big Brunch,SHOW,2022,TV-MA,1.0,['reality'],4.5
1544,The Jellies,SHOW,2017,TV-MA,2.0,"['animation', 'comedy']",4.5
1545,The Jellies,SHOW,2017,TV-MA,2.0,"['animation', 'comedy']",4.5
1546,Game Theory with Bomani Jones,SHOW,2022,TV-MA,2.0,"['sport', 'comedy']",4.3
1547,Game Theory with Bomani Jones,SHOW,2022,TV-MA,2.0,"['sport', 'comedy']",4.3
1548,Tom Swift,SHOW,2022,TV-14,1.0,['drama'],4.2
1549,Funny or Die Presents,SHOW,2010,TV-MA,3.0,['comedy'],4.0
1550,Sex Diaries,SHOW,2015,Unknown,1.0,"['documentation', 'reality']",4.0
1551,Sex Diaries,SHOW,2015,Unknown,1.0,"['documentation', 'reality']",4.0
1552,El gran sarao,SHOW,2022,Unknown,1.0,['reality'],4.0
1553,Chillin Island,SHOW,2021,TV-MA,1.0,"['comedy', 'reality']",4.0
1554,Chillin Island,SHOW,2021,TV-MA,1.0,"['comedy', 'reality']",4.0
1555,The Chris Rock Show,SHOW,1997,TV-MA,4.0,"['comedy', 'music']",4.0
1556,The Chris Rock Show,SHOW,1997,TV-MA,4.0,"['comedy', 'music']",4.0
1557,Maine Cabin Masters,SHOW,2017,TV-PG,8.0,['reality'],3.7
1558,Singletown,SHOW,2019,Unknown,1.0,"['reality', 'romance']",3.5
1559,Singletown,SHOW,2019,Unknown,1.0,"['reality', 'romance']",3.5
1560,Velma,SHOW,2023,TV-MA,1.0,"['comedy', 'crime', 'animation']",3.399
1561,Velma,SHOW,2023,TV-MA,1.0,"['comedy', 'crime', 'animation']",3.399
1562,Velma,SHOW,2023,TV-MA,1.0,"['comedy', 'crime', 'animation']",3.399
1563,Hostages,SHOW,2022,TV-MA,1.0,"['documentation', 'history']",3.0
1564,Hostages,SHOW,2022,TV-MA,1.0,"['documentation', 'history']",3.0
1565,HBO Comedy Half Hour,SHOW,1995,Unknown,5.0,"['comedy', 'documentation']",3.0
1566,HBO Comedy Half Hour,SHOW,1995,Unknown,5.0,"['comedy', 'documentation']",3.0
1567,Fast Foodies,SHOW,2021,TV-14,2.0,['reality'],3.0
1568,Dane Cook's Tourgasm,SHOW,2006,TV-MA,1.0,"['comedy', 'documentation']",3.0
1569,Dane Cook's Tourgasm,SHOW,2006,TV-MA,1.0,"['comedy', 'documentation']",3.0
1570,Who's Talking to Chris Wallace?,SHOW,2022,TV-MA,1.0,[],3.0
1571,Teenage Euthanasia,SHOW,2021,TV-14,2.0,"['animation', 'comedy', 'fantasy']",2.5
1572,Teenage Euthanasia,SHOW,2021,TV-14,2.0,"['animation', 'comedy', 'fantasy']",2.5
1573,Teenage Euthanasia,SHOW,2021,TV-14,2.0,"['animation', 'comedy', 'fantasy']",2.5
1574,Blippi,SHOW,2014,TV-Y7,3.0,['family'],2.0
1575,Branson,SHOW,2022,TV-14,1.0,['documentation'],2.0
1576,Take Out with Lisa Ling,SHOW,2022,TV-PG,1.0,['documentation'],2.0
1577,Lellobee City Farm,SHOW,2022,TV-Y,1.0,['animation'],2.0
1578,Brené Brown: Atlas of the Heart,SHOW,2022,Unknown,1.0,['documentation'],2.0
1579,Mecha Builders,SHOW,2022,TV-Y,1.0,['animation'],2.0
1580,12 Dates of Christmas,SHOW,2020,TV-MA,2.0,['reality'],2.0
1581,Blippi Wonders,SHOW,2021,TV-Y,1.0,"['animation', 'family']",1.583
1582,Blippi Wonders,SHOW,2021,TV-Y,1.0,"['animation', 'family']",1.583
1583,Inn the Works,SHOW,2021,Unknown,1.0,['reality'],1.0
1584,Family Dinner,SHOW,2022,TV-G,3.0,"['reality', 'comedy', 'drama']",1.0
1585,Family Dinner,SHOW,2022,TV-G,3.0,"['reality', 'comedy', 'drama']",1.0
1586,Family Dinner,SHOW,2022,TV-G,3.0,"['reality', 'comedy', 'drama']",1.0
1587,Through Our Eyes,SHOW,2021,TV-PG,1.0,['documentation'],1.0
